cik,name,report_year,docID,sentenceID,section_name,section_item,section_ID,form,sentence_index,sentence,SIC,reportDate,temporal_bin,sample_created_at,last_modified_date,sample_version,source_file_path,load_method
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_14,Business,item_1,0,10-K,14,"We're also making sure our core Google products are fast and useful, especially for users in areas where speed and connectivity are central concerns.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_15,Business,item_1,0,10-K,15,"Other Alphabet companies are also pursuing initiatives with similar goals. For instance, Loon announced that it will bring its balloon-powered internet to regions of central Kenya, starting in 2019.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_16,Business,item_1,0,10-K,16,"Moonshots Many companies get comfortable doing what they have always done, making only incremental changes.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_17,Business,item_1,0,10-K,17,"This incrementalism leads to irrelevance over time, especially in technology, where change tends to be revolutionary, not evolutionary.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_18,Business,item_1,0,10-K,18,"People thought we were crazy when we acquired YouTube and Android and when we launched Chrome, but those efforts have matured into major platforms for digital video and mobile devices and a safer, popular browser.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_19,Business,item_1,0,10-K,19,We continue to look toward the future and continue to invest for the long-term.,7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_20,Business,item_1,0,10-K,20,"As we said in the original founders' letter, we will not shy away from high-risk, high-reward projects that we believe in because they are the key to our long-term success.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_21,Business,item_1,0,10-K,21,"The power of machine learning Across the company, machine learning and artificial intelligence (AI) are increasingly driving many of our latest innovations.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_22,Business,item_1,0,10-K,22,"Within Google, our investments in machine learning over a decade have enabled us to build products that are smarter and more useful -- it's what allows you to use your voice to ask the Google Assistant for information, to translate the web from one language to another, to see better YouTube recommendations, and to search for people and events in Google Photos.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_23,Business,item_1,0,10-K,23,"Our advertising tools also use machine learning to help marketers find the right audience, deliver the right creative, and optimize their campaigns through better auto-bidding and measurement tools.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_24,Business,item_1,0,10-K,24,"Machine learning is also showing great promise in helping us tackle big issues, like dramatically improving the energy efficiency of our data centers.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_25,Business,item_1,0,10-K,25,"Across Other Bets, machine learning helps self-driving cars better detect and respond to others on the road, assists delivery drones in determining whether a location is safe for drop off, and can also help clinicians more accurately detect sight-threatening eye diseases.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_26,Business,item_1,0,10-K,26,Google Serving our users We have always been a company committed to building products that have the potential to improve the lives of millions of people.,7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_27,Business,item_1,0,10-K,27,"Our product innovations have made our services widely used, and our brand one of the most recognized in the world.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_28,Business,item_1,0,10-K,28,"Google's core products and platforms such as Android, Chrome, Gmail, Google Drive, Google Maps, Google Play, Search, and YouTube each have over one billion monthly active users.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_29,Business,item_1,0,10-K,29,"But most important, we believe we are just beginning to scratch the surface.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_30,Business,item_1,0,10-K,30,Our vision is to remain a place of incredible creativity and innovation,7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_31,Business,item_1,0,10-K,31,Alphabet Inc.,7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_32,Business,item_1,0,10-K,32,that uses our technical expertise to tackle big problems.,7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_33,Business,item_1,0,10-K,33,"As the majority of Alphabet's big bets continue to reside within Google, an important benefit of the shift to Alphabet has been the tremendous focus that we're able to have on Google's many extraordinary opportunities.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_34,Business,item_1,0,10-K,34,"Google's mission to organize the world's information and make it universally accessible and useful has always been our North Star, and our products have come a long way since the company was founded two decades ago.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_35,Business,item_1,0,10-K,35,"Instead of just showing ten blue links in our search results, we are increasingly able to provide direct answers -- even if you're speaking your question using Voice Search -- which makes it quicker, easier and more natural to find what you're looking for.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_36,Business,item_1,0,10-K,36,"You can also type or talk with the Google Assistant in a conversational way across multiple devices like phones, speakers, headphones, televisions and more.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_37,Business,item_1,0,10-K,37,"And with Google Lens, you can use your phone's camera to identify an unfamiliar landmark or find a trailer from a movie poster.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_38,Business,item_1,0,10-K,38,"Over time, we have also added other services that let you access information quickly and easily -- like Google Maps, which helps you navigate to a store while showing you current traffic conditions, or Google Photos, which helps you store and organize your photos.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_39,Business,item_1,0,10-K,39,"This drive to make information more accessible has led us over the years to improve the discovery and creation of digital content, on the web and through platforms like Google Play and YouTube.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_40,Business,item_1,0,10-K,40,"And with the migration to mobile, people are consuming more digital content by watching more videos, playing more games, listening to more music, reading more books, and using more apps than ever before.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_41,Business,item_1,0,10-K,41,"Working with content creators and partners, we continue to build new ways for people around the world to find great digital content.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_42,Business,item_1,0,10-K,42,Fueling all of these great digital experiences are powerful platforms and hardware.,7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_43,Business,item_1,0,10-K,43,"That's why we continue to invest in platforms like our Android mobile operating system, Chrome browser, Chrome operating system, and Daydream virtual reality platform, as well as growing our family of great hardware devices.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_44,Business,item_1,0,10-K,44,"We see tremendous potential for devices to be helpful, make your life easier, and get better over time, by combining the best of Google's AI, software, and hardware.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_45,Business,item_1,0,10-K,45,This is reflected in our latest generation of hardware products like Pixel 3 phones and the Google Home Hub smart display.,7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_46,Business,item_1,0,10-K,46,Creating beautiful products that people rely on every day is a journey that we are investing in for the long run.,7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_47,Business,item_1,0,10-K,47,"Google was a company built in the cloud and has been investing in infrastructure, security, data management, analytics, and AI from the very beginning.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_48,Business,item_1,0,10-K,48,"We have continued to enhance these strengths with features like data migration, modern development environments and machine learning tools to provide enterprise-ready cloud services, including Google Cloud Platform and G Suite, to our customers.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_49,Business,item_1,0,10-K,49,"Google Cloud Platform enables developers to build, test, and deploy applications on Google's highly scalable and reliable infrastructure.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
0001652044,Alphabet Inc.,2018,0001652044_10-K_2018,0001652044_10-K_2018_section_1_50,Business,item_1,0,10-K,50,"Our G Suite productivity tools -- which include apps like Gmail, Docs, Drive, Calendar, Hangouts, and more -- are designed with real-time collaboration and machine intelligence to help people work smarter.",7370,2019-02-05,bin_2016_2020,2025-10-25 00:42:35.356126,2025-10-25 00:42:35.356126,v2.1_combined_extraction,D:\JoelDesktop folds_24\NEU FALL2025\MLops IE7374 Project\MLOps_Final\datasets\EXTRACTED_FILINGS\10-K\1652044_10K_2018_0001652044-19-000004.json,extract_and_convert
