cik,name,report_year,docID,sentenceID,section_name,section_item,section_ID,form,sentence_index,sentence,SIC,filingDate,reportDate,temporal_bin,sample_created_at,last_modified_date,sample_version,source_file_path,load_method
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_10,Business,ITEM_1,0,10-K,10,"The Company seeks to grow the insurance business through new business production in established sectors and jurisdictions and by entering into new markets and classes of business, and also through acquisitions of financial guaranty insurance companies that currently are in runoff and no longer actively writing new business (legacy financial guarantors) or reinsurance of their portfolios.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_11,Business,ITEM_1,0,10-K,11,The Company also furthers its insurance strategy by mitigating losses in its insured portfolio.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_12,Business,ITEM_1,0,10-K,12,The Company's ownership interest in Sound Point advances its strategy of participating in a fee-based earnings stream independent of the risk-based premiums generated by its financial guaranty business.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_13,Business,ITEM_1,0,10-K,13,The Company also expects its relationship with Sound Point to enhance its alternative investment opportunities.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_14,Business,ITEM_1,0,10-K,14,"Finally, the Company pursues strategies to manage capital within the Assured Guaranty group more efficiently.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_15,Business,ITEM_1,0,10-K,15,Insurance Insurance Business - Financial Guaranty Financial guaranty insurance generally provides an unconditional and irrevocable guaranty that protects the holder of a debt instrument or other monetary obligation against non-payment of scheduled principal and interest payments when due.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_16,Business,ITEM_1,0,10-K,16,"Upon an obligor's default on scheduled payments due on the debt obligation, whether due to its insolvency or otherwise, the Company is generally required under the financial guaranty contract to pay the investor the principal and interest shortfalls when due.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_17,Business,ITEM_1,0,10-K,17,Financial guaranty insurance may be issued to all of the investors of the guaranteed series or tranche of a municipal bond or structured finance security at the time of issuance of those obligations or it may be issued to specific individual holders of such obligations who purchase the Company's credit protection either in the secondary market or on a bilateral basis in the primary market when an obligation is not normally traded.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_18,Business,ITEM_1,0,10-K,18,"Both issuers of, and investors in, financial instruments may benefit from financial guaranty insurance.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_19,Business,ITEM_1,0,10-K,19,Issuers benefit when they purchase financial guaranty insurance for their new issue debt transaction because the insurance may have the effect of lowering an issuer's interest cost over the life of the debt transaction to the extent that the insurance premium charged by the Company is less than the net present value of the difference between the yield on the obligation insured by Assured Guaranty (which carries the credit rating of the specific subsidiary that guarantees the debt obligation) and the yield on the debt obligation if sold on the basis of its uninsured credit rating.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_20,Business,ITEM_1,0,10-K,20,The principal benefit to investors is that the Company's guaranty provides increased certainty that scheduled payments will be received when due.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_21,Business,ITEM_1,0,10-K,21,"A financial guaranty may also improve the marketability and liquidity of obligations, especially obligations with complex structures or backed by asset classes new to the",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_22,Business,ITEM_1,0,10-K,22,"market. In general, and especially in such instances, investors may be able to sell insured bonds more quickly and at a better price than the comparable uninsured debt.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_23,Business,ITEM_1,0,10-K,23,"As an alternative to traditional financial guaranty insurance, the Company also may provide credit protection relating to a particular security or obligor through a credit derivative contract, such as a credit default swap (CDS).",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_24,Business,ITEM_1,0,10-K,24,"Under the terms of a CDS, the seller of credit protection agrees to make a specified payment to the buyer of credit protection if one or more specified credit events occurs with respect to a reference obligation or entity.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_25,Business,ITEM_1,0,10-K,25,"In general, the Company, as the seller of credit protection, specified as credit events in its CDS failure to pay interest and principal on the reference obligation, but the Company's rights and remedies under a CDS may be different and more limited than under financial guaranty insurance.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_26,Business,ITEM_1,0,10-K,26,"The Company also offers credit protection through reinsurance, and in the past has provided reinsurance to other financial guaranty insurers with respect to their financial guaranties of public finance, infrastructure and structured finance obligations.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_27,Business,ITEM_1,0,10-K,27,The Company believes that the opportunities currently available to it in the reinsurance market primarily consist of potentially assuming portfolios of transactions from legacy financial guarantors.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_28,Business,ITEM_1,0,10-K,28,U.S. Public Finance Obligations The Company insures and reinsures a number of different types of U.S. public finance obligations. The types of U.S. public finance obligations the Company insures include the following:,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_29,Business,ITEM_1,0,10-K,29,"General Obligation Bonds are full faith and credit obligations that are issued by states, their political subdivisions and other municipal issuers, and are supported by the general obligation of the issuer to pay from available funds and by a pledge of the issuer to levy property taxes in an amount sufficient to provide for the full payment of the bonds.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_30,Business,ITEM_1,0,10-K,30,Tax-Backed Bonds are obligations that are supported by the issuer from specific and discrete sources of taxation and tax-backed revenue bonds.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_31,Business,ITEM_1,0,10-K,31,"Tax-backed obligations may be secured by a lien on specific pledged tax revenues, such as a gasoline or excise tax, or an income tax, or incrementally from growth in property tax revenue associated with growth in property values.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_32,Business,ITEM_1,0,10-K,32,These obligations also include obligations secured by special assessments levied against property owners and often benefit from issuer covenants to enforce collections of such assessments and to foreclose on delinquent properties.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_33,Business,ITEM_1,0,10-K,33,Lease revenue bonds typically are general fund obligations of a municipality or other governmental authority that are subject to annual appropriation or abatement; projects financed and subject to such lease payments ordinarily include real estate or equipment serving an essential public purpose.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_34,Business,ITEM_1,0,10-K,34,"Municipal Utility Bonds are obligations of all forms of municipal utilities, including electric, water and sewer utilities and resource recovery revenue bonds. These utilities may be organized in various forms, including municipal enterprise systems, authorities or joint action agencies.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_35,Business,ITEM_1,0,10-K,35,"Transportation Bonds include a wide variety of revenue-supported obligations, such as bonds for airports, ports, tunnels, municipal parking facilities, toll roads and toll bridges.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_36,Business,ITEM_1,0,10-K,36,"Healthcare Bonds are obligations of healthcare facilities, including community based hospitals and systems, as well as of health maintenance organizations and long-term care facilities.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_37,Business,ITEM_1,0,10-K,37,"Infrastructure Bonds include obligations issued by a variety of entities engaged in the financing of infrastructure projects, such as roads, airports, ports, social infrastructure and other physical assets delivering essential services supported by long-term concession arrangements with a public sector entity.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_38,Business,ITEM_1,0,10-K,38,"Higher Education Bonds are obligations secured by revenue collected by either public or private secondary schools, colleges and universities.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_39,Business,ITEM_1,0,10-K,39,"Such revenue can encompass all of an institution's revenue, including tuition and fees, or in other cases, can be specifically restricted to certain auxiliary sources of revenue or revenue relating to student accommodation.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_40,Business,ITEM_1,0,10-K,40,"Housing Revenue Bonds are obligations relating to both single and multi-family housing, issued by states and localities, supported by cash flow and, in some cases, insurance from entities such as the Federal Housing Administration.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_41,Business,ITEM_1,0,10-K,41,"Investor-Owned Utility Bonds are obligations primarily issued by investor-owned utilities, and include first mortgage bond obligations of for-profit electric or water utilities providing retail, industrial and commercial service, as well as sale-leaseback obligation bonds supported by such entities.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_42,Business,ITEM_1,0,10-K,42,Renewable Energy Bonds are obligations backed by revenue from renewable energy sources.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_43,Business,ITEM_1,0,10-K,43,"Other Public Finance Bonds include other debt issued, guaranteed or otherwise supported by U.S. national or local governmental authorities, as well as student loans, revenue bonds, and obligations of some not-for-profit organizations.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_44,Business,ITEM_1,0,10-K,44,"A portion of the Company's exposure to tax-backed bonds, municipal utility bonds and transportation bonds constitutes ""special revenue"" bonds under the United States Bankruptcy Code (Bankruptcy Code).",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_45,Business,ITEM_1,0,10-K,45,"Special revenue bonds benefit from a lien on the special revenues, after deducting necessary operating expenses, of the project or system from which the revenues are derived.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_46,Business,ITEM_1,0,10-K,46,Non-U.S. Public Finance Obligations The Company insures and reinsures a number of different types of non-U.S. public finance obligations. The types of non-U.S. public finance securities the Company insures and reinsures include the following:,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_47,Business,ITEM_1,0,10-K,47,"Regulated Utility Obligations are obligations issued by government-regulated providers of essential services and commodities, including electric, water and gas utilities, supported by the rates and charges paid by the utilities' customers.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_48,Business,ITEM_1,0,10-K,48,The majority of the Company's non-U.S. regulated utility business is conducted in the U.K.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_49,Business,ITEM_1,0,10-K,49,"Infrastructure Finance Obligations are obligations issued by a variety of entities engaged in the financing of non-U.S. infrastructure projects, such as roads, airports, ports, social infrastructure, student accommodations, stadiums, and other physical assets delivering essential services supported either by long-term concession arrangements or a regulatory regime.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_50,Business,ITEM_1,0,10-K,50,The majority of the Company's non-U.S. infrastructure business is conducted in the U.K.,6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_51,Business,ITEM_1,0,10-K,51,"Sovereign and Sub-Sovereign Obligations primarily includes obligations of local, municipal, regional or national governmental authorities or agencies outside of the U.S.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
0001273813,ASSURED GUARANTY LTD,2024,0001273813_10-K_2024,0001273813_10-K_2024_section_1_52,Business,ITEM_1,0,10-K,52,"Renewable Energy Bonds are obligations secured by revenues relating to renewable energy sources, typically solar or wind farms.",6351,2025-02-28,2024-12-31,bin_2021_2025,2025-10-27 15:24:53.704837,2025-10-27 15:24:53.704837,v2.1_combined_extraction,datasets\EXTRACTED_FILINGS\10-K\1273813_10K_2024_0001273813-25-000011.json,extract_and_convert
